,RegCommitSB,RegSpecSB,RegMap,RegRT,RegSpecRT,SRAMMap,SRAMSB,SRAMRT,RegARF,RegSpecARF,RegCenterInstBuf,RegCenterPairBuf,RegCenterWKBuf,RegInterGroupWKBuf,QueueTxBuf,QueuePairBuf,SRAMInst,SRAMPointer,SRAMValue,RegValid,RegNbusy,RegRxBuf,QueueReadyInstBuf
nab_1,0.0,0.0,368398.303470563,163322.46427708998,33170.81636769,271000.247022848,0.0,271000.247022848,242687.69122879798,171273.37323425,0.0,0.0,0.0,0.0,0.0,0.0,138306.488113672,138862.674024112,1072622.719945434,0.0,124792.04499852401,0.0,0.0
fotonik3d_2,0.0,0.0,671410.553582948,321904.76932806,33554.652032219994,684110.4190081281,0.0,684110.4190081281,235310.148742252,228955.40701159002,0.0,0.0,0.0,0.0,0.0,0.0,144589.37192749197,120198.18026769199,1091647.9827341689,0.0,104594.684373394,0.0,0.0
exchange2_0,0.0,0.0,684372.174718228,315349.68978002004,38488.51344686,656389.117491072,0.0,656389.117491072,288633.95471423597,213212.72682885,0.0,0.0,0.0,0.0,0.0,0.0,154987.01559499901,98905.74950506398,1188552.012428399,0.0,100451.560094041,0.0,0.0
roms_0,0.0,0.0,261492.97197563102,115267.44246031999,34857.64763013,144425.95421990403,0.0,144425.95421990403,289134.631468452,224874.74040927,0.0,0.0,0.0,0.0,0.0,0.0,149444.5921642,202380.97684252,1133411.805631508,0.0,154094.234624043,0.0,0.0
deepsjeng_2,0.0,0.0,698260.112998306,323354.99041724,67943.03653699999,617485.0314922241,0.0,617485.0314922241,477854.888536656,490417.34857171,0.0,0.0,0.0,0.0,0.0,0.0,172607.42949302698,139636.4612696,1292775.2504298429,0.0,124645.587648699,0.0,0.0
exchange2_2,0.0,0.0,669193.3535570301,307103.99756638,37161.79682972,637574.8667276801,0.0,637574.8667276801,275531.50850061397,196492.77021450998,0.0,0.0,0.0,0.0,0.0,0.0,154906.378348247,97574.461883828,1189995.1163364449,0.0,99892.69262043,0.0,0.0
wrf_2,0.0,0.0,273316.58146914304,119972.15663128,36307.877762669996,154482.56778124804,0.0,154482.56778124804,298763.915854436,242604.198963,0.0,0.0,0.0,0.0,0.0,0.0,141774.179819028,207295.610925324,1080344.91781535,0.0,156575.606681217,0.0,0.0
wrf_1,0.0,0.0,529179.5992769051,242938.52229345,44506.71118367,453349.01697344007,0.0,453349.01697344007,290879.25616640196,275397.30719095,0.0,0.0,0.0,0.0,0.0,0.0,149323.277030901,155923.016627764,1141801.434418856,0.0,131226.949808536,0.0,0.0
perlbench_1,0.0,0.0,761541.1128950671,373130.36782317003,26488.44134653,834102.143724416,0.0,834102.143724416,193721.593354218,186899.46123527002,0.0,0.0,0.0,0.0,0.0,0.0,138444.16254053498,106965.738376964,1039254.719522681,0.0,96211.12494544801,0.0,0.0
imagick_2,0.0,0.0,556778.138040923,246981.48364657,31783.71752539,476988.3895427841,0.0,476988.3895427841,249894.9363985,77427.60393298001,0.0,0.0,0.0,0.0,0.0,0.0,139955.214509699,88462.82029644,1121549.7564219618,0.0,86919.92119370401,0.0,0.0
roms_2,0.0,0.0,329238.366946976,147628.15726205998,33304.49628286,230769.90523328003,0.0,230769.90523328003,279063.62980369397,190230.87456204998,0.0,0.0,0.0,0.0,0.0,0.0,140190.96848218,185529.32901403197,1073486.1171446198,0.0,140746.815744777,0.0,0.0
xz_2,0.0,0.0,881571.8275945762,400585.75006022,71681.79081366,798059.2757688321,0.0,798059.2757688321,494624.868210206,455222.21527825005,0.0,0.0,0.0,0.0,0.0,0.0,201821.255416375,229202.34375324397,1519696.567963281,0.0,199464.823082375,0.0,0.0
povray_2,0.0,0.0,684097.212648277,318650.80115827,55487.21747129,635946.7839979521,0.0,635946.7839979521,352597.32283931004,448636.12466077995,0.0,0.0,0.0,0.0,0.0,0.0,173103.799299131,141531.999826604,1293641.256405854,0.0,122590.968527975,0.0,0.0
cam4_1,0.0,0.0,525157.481459319,236107.98620545003,48454.48143187,431913.84955891204,0.0,431913.84955891204,331992.16680628003,322401.24048118,0.0,0.0,0.0,0.0,0.0,0.0,158075.517282027,140006.08065001998,1206394.9406911968,0.0,124537.627911221,0.0,0.0
deepsjeng_1,0.0,0.0,686166.1940653451,318147.57679558,68212.50596565,604760.7987438081,0.0,604760.7987438081,481284.64127498,501487.95836496,0.0,0.0,0.0,0.0,0.0,0.0,172259.651554422,136274.364338304,1289325.107138435,0.0,121493.47446174201,0.0,0.0
lbm_0,0.0,0.0,197310.765864199,72383.58314754999,36100.99812398999,29492.076438272004,0.0,29492.076438272004,276834.234977326,178144.95006686,0.0,0.0,0.0,0.0,0.0,0.0,156689.600880022,329745.963919208,1213532.212180835,0.0,286998.599637362,0.0,0.0
cactuBSSN_1,0.0,0.0,130571.39384506,57865.98412485,34733.20475806,5050.138338560001,0.0,5050.138338560001,332803.719647134,141312.23753381,0.0,0.0,0.0,0.0,0.0,0.0,139764.763353058,359672.317900692,1034658.212678968,0.0,242075.834827774,0.0,0.0
nab_2,0.0,0.0,426758.418330171,182451.90892448,38571.83219871,306494.60324761603,0.0,306494.60324761603,264948.853703112,180636.0440087,0.0,0.0,0.0,0.0,0.0,0.0,150523.53687779,154245.93542305598,1172914.611961957,0.0,138908.200198225,0.0,0.0
xalancbmk_2,0.0,0.0,1074169.412806126,506960.26975249,56360.53397508,1111484.985135616,0.0,1111484.985135616,432500.944933154,385933.06752511,0.0,0.0,0.0,0.0,0.0,0.0,167263.057030755,257253.42604452,1272226.2568559628,0.0,226188.622299995,0.0,0.0
mcf_0,0.0,0.0,707194.5644778641,287508.70868985995,55833.93808368,556361.55387008,0.0,556361.55387008,385009.81607467,320529.48360552,0.0,0.0,0.0,0.0,0.0,0.0,222373.30705779,311742.976764004,1704392.136512003,0.0,273317.566391009,0.0,0.0
xalancbmk_0,0.0,0.0,1143308.7017552261,553072.43450834,37775.922319620004,1252967.2462272001,0.0,1252967.2462272001,241285.05870278398,186383.06899324,0.0,0.0,0.0,0.0,0.0,0.0,169536.820926479,437647.05170882,1291233.959028813,0.0,333182.71768876805,0.0,0.0
namd_2,0.0,0.0,239871.53381080402,81498.60222391,36107.1111935,51252.10573504001,0.0,51252.10573504001,275455.15156374,170603.60109023,0.0,0.0,0.0,0.0,0.0,0.0,141805.85362117802,93804.0352008,1146663.148312525,0.0,91457.58829148501,0.0,0.0
roms_1,0.0,0.0,361359.774066205,162878.79389436,33080.15271147,267162.91347110405,0.0,267162.91347110405,274020.532688262,179028.67306289,0.0,0.0,0.0,0.0,0.0,0.0,139706.594987577,119386.2882361,1078218.4588035608,0.0,99591.625627389,0.0,0.0
parest_1,0.0,0.0,480046.15420396504,220109.65624361997,38543.74702957,403033.54480345605,0.0,403033.54480345605,280955.844243444,235981.49580306,0.0,0.0,0.0,0.0,0.0,0.0,146661.52581809898,191808.633409748,1118430.325184672,0.0,153955.00701092702,0.0,0.0
lbm_1,0.0,0.0,197212.122240505,72179.09401284,36180.44620935,28592.824571136007,0.0,28592.824571136007,277259.876038438,177614.35033811,0.0,0.0,0.0,0.0,0.0,0.0,154952.22730781598,317940.393267128,1202227.495590672,0.0,276691.778550619,0.0,0.0
lbm_2,0.0,0.0,197595.894706289,72491.37374554,36144.538541309994,29737.039769472005,0.0,29737.039769472005,276567.34171602,178981.17578480998,0.0,0.0,0.0,0.0,0.0,0.0,157263.778155245,333558.1398696,1217024.1029046269,0.0,290900.387020205,0.0,0.0
gcc_1,0.0,0.0,824083.8379627321,405297.73872044,53729.06276304,867266.730357888,0.0,867266.730357888,374434.79842870997,457571.42937226,0.0,0.0,0.0,0.0,0.0,0.0,160670.446011468,122081.405515808,1168554.309055591,0.0,103804.46274929501,0.0,0.0
deepsjeng_0,0.0,0.0,676954.3742482851,313016.68445544003,66713.54476965,593328.995746816,0.0,593328.995746816,469058.657858096,479850.55104938004,0.0,0.0,0.0,0.0,0.0,0.0,170603.202897202,135684.834068188,1279356.7407297068,0.0,121378.009719993,0.0,0.0
xz_1,0.0,0.0,886231.1009415061,403192.98588243,69318.6153922,808959.9621152001,0.0,808959.9621152001,477341.16299834196,432409.39647003,0.0,0.0,0.0,0.0,0.0,0.0,200673.683329992,230843.358472664,1510344.494198382,0.0,201096.519383755,0.0,0.0
fotonik3d_0,0.0,0.0,671404.8363811371,321901.33515971,33554.055245229996,684102.6165962241,0.0,684102.6165962241,235300.147478354,228958.88118551,0.0,0.0,0.0,0.0,0.0,0.0,144587.20058314898,120205.214953348,1091634.356111673,0.0,104595.043879668,0.0,0.0
leela_2,0.0,0.0,806119.8261791221,374433.89057282,75663.22355984,729793.1562396161,0.0,729793.1562396161,513598.47309258603,563231.49647835,0.0,0.0,0.0,0.0,0.0,0.0,190112.58752347098,149471.157950528,1419878.180979868,0.0,139771.725609991,0.0,0.0
leela_1,0.0,0.0,796810.04377112,370041.66780239996,74701.48342036,720160.029337728,0.0,720160.029337728,506640.16439466,552940.23383088,0.0,0.0,0.0,0.0,0.0,0.0,189268.83017023298,147875.11741720798,1413949.469095306,0.0,138278.39771937602,0.0,0.0
gcc_2,0.0,0.0,1033853.517428332,491492.48373287,95728.7647303,1006482.777430144,0.0,1006482.777430144,661437.1542904819,831476.1516607701,0.0,0.0,0.0,0.0,0.0,0.0,195432.88695455197,205615.2744129,1433482.397365679,0.0,173905.81015428097,0.0,0.0
xz_0,0.0,0.0,899727.5945386561,392063.2489926,71958.79806712,769919.609252864,0.0,769919.609252864,425269.697873,388092.41119502,0.0,0.0,0.0,0.0,0.0,0.0,227900.822571292,181041.20223469197,1729295.596266509,0.0,166238.119600353,0.0,0.0
leela_0,0.0,0.0,846229.8099162801,393880.64382751996,76327.52670246,779510.2782163201,0.0,779510.2782163201,518036.21367493796,575978.13396179,0.0,0.0,0.0,0.0,0.0,0.0,191372.649124535,156858.212447228,1428257.111208947,0.0,145481.75556565198,0.0,0.0
povray_0,0.0,0.0,617277.611640364,292414.56659673003,45062.84165248,590171.124294528,0.0,590171.124294528,291665.67308314395,365399.18498104,0.0,0.0,0.0,0.0,0.0,0.0,156419.579212601,116189.19488110399,1170042.962331466,0.0,101366.551307126,0.0,0.0
mcf_1,0.0,0.0,1825648.1903805062,888873.1197354901,138877.0972095,1935258.6985643522,0.0,1935258.6985643522,993494.4632828459,1295465.58147888,0.0,0.0,0.0,0.0,0.0,0.0,250017.572996898,367341.31414364,1817880.406394119,0.0,310226.757634252,0.0,0.0
exchange2_1,0.0,0.0,656014.0276213951,301356.27652200003,35954.54280526999,625192.3571004161,0.0,625192.3571004161,268762.42794886,186442.01143134,0.0,0.0,0.0,0.0,0.0,0.0,153150.30446619098,95647.010974764,1177834.148164635,0.0,98002.193983113,0.0,0.0
namd_0,0.0,0.0,201203.04751144,72799.36558508,35947.742043239996,29512.045385984,0.0,29512.045385984,285391.84138197196,162737.28842532,0.0,0.0,0.0,0.0,0.0,0.0,140027.05445453,90515.193804004,1107346.570070593,0.0,90344.01459163301,0.0,0.0
wrf_0,0.0,0.0,556082.217294913,254978.71932081,41012.69089077,491089.7933195521,0.0,491089.7933195521,294674.394514682,238248.81359426002,0.0,0.0,0.0,0.0,0.0,0.0,153292.924006671,150213.28955636,1170388.419120454,0.0,132568.282511438,0.0,0.0
imagick_0,0.0,0.0,577106.161988988,257607.62559103,31258.81662848,504607.8713724161,0.0,504607.8713724161,247247.822084364,71591.30843564,0.0,0.0,0.0,0.0,0.0,0.0,139439.754699499,85805.729023072,1118277.000311655,0.0,85352.086164823,0.0,0.0
namd_1,0.0,0.0,242066.88373064098,83945.66071108,36304.97216335,54437.20859404801,0.0,54437.20859404801,288086.037956324,142715.69793845,0.0,0.0,0.0,0.0,0.0,0.0,142150.10849645,93047.92959613599,1146508.895402877,0.0,92250.415434767,0.0,0.0
cam4_0,0.0,0.0,489179.269859326,222098.37848473998,40475.99776453999,412873.1791394561,0.0,412873.1791394561,296643.399197326,271691.76808886,0.0,0.0,0.0,0.0,0.0,0.0,149927.303007214,147733.6005582,1144729.849229665,0.0,127056.73511100601,0.0,0.0
perlbench_0,0.0,0.0,761575.9360409481,373129.74038399,26484.67219564,834100.7727440641,0.0,834100.7727440641,193698.844512062,186776.6536069,0.0,0.0,0.0,0.0,0.0,0.0,138443.974553908,106985.44150405598,1039304.5501456929,0.0,96232.97719692701,0.0,0.0
bwaves_0,0.0,0.0,597522.1699000561,261422.47345334,48485.24842338,485409.0075054081,0.0,485409.0075054081,316321.99093295203,263981.33254815004,0.0,0.0,0.0,0.0,0.0,0.0,166658.79641410598,107405.475699988,1287639.6387923378,0.0,105640.50715627,0.0,0.0
fotonik3d_1,0.0,0.0,671404.3006781992,321897.658927,33553.09137029,684093.8625104642,0.0,684093.8625104642,235305.353092496,228919.36153149,0.0,0.0,0.0,0.0,0.0,0.0,144586.248664373,120207.904571772,1091640.7491159248,0.0,104599.55406061301,0.0,0.0
parest_0,0.0,0.0,477149.3009246751,219782.67944351002,38521.72060009,402517.79263001605,0.0,402517.79263001605,280716.95731823,242020.51090315002,0.0,0.0,0.0,0.0,0.0,0.0,146112.24055938,195390.66971459598,1112744.674481166,0.0,155335.15896694,0.0,0.0
bwaves_2,0.0,0.0,265819.13355645,118168.78991564,37214.817930419995,144739.068931968,0.0,144739.068931968,302683.896416152,251667.4424544,0.0,0.0,0.0,0.0,0.0,0.0,159649.224912199,349075.979100968,1203402.012554043,0.0,250646.087250253,0.0,0.0
cam4_2,0.0,0.0,386470.00987644604,170544.91899945,40440.32250136,276285.04244992003,0.0,276285.04244992003,281481.727419822,235907.77712719,0.0,0.0,0.0,0.0,0.0,0.0,148179.831790973,142096.074536656,1136897.7325625708,0.0,126389.952467102,0.0,0.0
imagick_1,0.0,0.0,579095.0643559421,258287.7758104,31818.613068319995,505155.1949570561,0.0,505155.1949570561,250008.19286819198,76493.98310617,0.0,0.0,0.0,0.0,0.0,0.0,139746.857519149,88032.619515924,1120726.687411461,0.0,86379.428063874,0.0,0.0
